reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,primary_url,full_text_url,doi,screened_credit
184,PRIMARY,P0350,RG39B45F0CB9955082,Training Data Selection to Improve Multi-class Instance Segmentation in Digital Pathology,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0350.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0350.pdf,PDF,https://doi.org/10.1145/3632047.3632052,https://dl.acm.org/doi/pdf/10.1145/3632047.3632052,10.1145/3632047.3632052,NOT_ASSESSED_AT_BROAD_LEVEL
185,PRIMARY,P0496,RGA70148561B235895,Dynamic Curriculum Learning for Great Ape Detection in the Wild,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0496.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0496.pdf,PDF,https://doi.org/10.1007/s11263-023-01748-3,https://link.springer.com/content/pdf/10.1007/s11263-023-01748-3.pdf,10.1007/s11263-023-01748-3,NOT_ASSESSED_AT_BROAD_LEVEL
186,PRIMARY,P0010,RG5076E06200F9A860,Accounting for Variance in Machine Learning Benchmarks,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0010.html,HTML,https://proceedings.mlsys.org/paper_files/paper/2021/hash/0184b0cd3cfb185989f858a1d9f5c1eb-Abstract.html,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
187,PRIMARY,P0468,RGF22429890132EBC0,Self-Paced Learning for Images of Antinuclear Antibodies,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0468.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0468.pdf,PDF,https://doi.org/10.1109/tmi.2025.3637237,https://arxiv.org/pdf/2511.21519,10.1109/tmi.2025.3637237,NOT_ASSESSED_AT_BROAD_LEVEL
188,PRIMARY,P0375,RGD03969E6690B5159,An Empirical Exploration of Curriculum Learning for Neural Machine Translation,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0375.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0375.pdf,PDF,http://arxiv.org/abs/1811.00739,https://arxiv.org/pdf/1811.00739,10.48550/arxiv.1811.00739,NOT_ASSESSED_AT_BROAD_LEVEL
189,PRIMARY,P0456,RG624DDDCC0C8A6C94,Learning from Noisy Labels with Complementary Loss Functions,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0456.html,HTML,https://doi.org/10.1609/aaai.v35i11.17213,NOT_REPORTED_BY_SOURCE,10.1609/aaai.v35i11.17213,NOT_ASSESSED_AT_BROAD_LEVEL
190,PRIMARY,P0346,RGE135141573B076B0,Optimizing Two-Way Partial AUC With an End-to-End Framework,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0346.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0346.pdf,PDF,https://doi.org/10.1109/tpami.2022.3185311,https://arxiv.org/pdf/2206.11655,10.1109/tpami.2022.3185311,NOT_ASSESSED_AT_BROAD_LEVEL
191,PRIMARY,P0042,RG12DEF749A98D9AB2,Adaptive Second Order Coresets for Data-efficient Machine Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0042.html,HTML,https://doi.org/10.48550/arxiv.2207.13887,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2207.13887,NOT_ASSESSED_AT_BROAD_LEVEL
192,PRIMARY,P0359,RG3C57306DF636CDE1,TDSelector: A Training Data Selection Method for Cross-Project Defect Prediction,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0359.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0359.pdf,PDF,http://arxiv.org/abs/1612.09065,https://arxiv.org/pdf/1612.09065,10.48550/arxiv.1612.09065,NOT_ASSESSED_AT_BROAD_LEVEL
193,PRIMARY,P0451,RG4B6FE468E385D2B5,A DNN-Ensemble Method for Error Reduction and Training Data Selection in DNN Based Modeling,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0451.html,HTML,https://doi.org/10.1109/emcsi39492.2022.9889587,NOT_REPORTED_BY_SOURCE,10.1109/emcsi39492.2022.9889587,NOT_ASSESSED_AT_BROAD_LEVEL
194,PRIMARY,P0257,RG2F3A3B2309A4A8C2,Shapley Value-driven Data Pruning for Recommender Systems,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://dl.acm.org/doi/pdf/10.1145/3711896.3737127,sources/screened_method_anchor_complete_v3/P0257.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0257.html,HTML,https://doi.org/10.1145/3711896.3737127,https://dl.acm.org/doi/pdf/10.1145/3711896.3737127,10.1145/3711896.3737127,NOT_ASSESSED_AT_BROAD_LEVEL
195,PRIMARY,P0245,RG258CEAA0B6502D28,Combating Noisy Labels with Sample Selection by Mining High-Discrepancy Examples,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0245.html,HTML,https://openaccess.thecvf.com/content/ICCV2023/html/Xia_Combating_Noisy_Labels_with_Sample_Selection_by_Mining_High-Discrepancy_Examples_ICCV_2023_paper.html,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
196,PRIMARY,P0033,RGEEAA6FF824332B0D,Semi-Supervised Acoustic Model Training by Discriminative Data Selection From Multiple ASR Systems’ Hypotheses,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0033.html,HTML,https://doi.org/10.1109/taslp.2016.2562505,http://hdl.handle.net/2433/219417,10.1109/taslp.2016.2562505,NOT_ASSESSED_AT_BROAD_LEVEL
197,PRIMARY,P0439,RG4DDDEDAFF4C57B2C,Overcoming Catastrophic Forgetting in Graph Neural Networks with Experience Replay,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0439.html,HTML,https://doi.org/10.1609/aaai.v35i5.16602,https://doi.org/10.1609/aaai.v35i5.16602,10.1609/aaai.v35i5.16602;10.48550/arxiv.2003.09908,NOT_ASSESSED_AT_BROAD_LEVEL
198,PRIMARY,P0194,RGD6744A33C84AA47F,AudioDER: A Deduplication-Enhanced Reasoning Dataset for Post-Training Large Audio-Language Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0194.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0194.pdf,PDF,https://arxiv.org/abs/2606.14591,https://arxiv.org/pdf/2606.14591,10.48550/arxiv.2606.14591,NOT_ASSESSED_AT_BROAD_LEVEL
199,PRIMARY,P0180,RG577A9ED140F0DFA8,Sample Selection Approach with Number of False Predictions for Learning with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0180.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0180.pdf,PDF,https://doi.org/10.1587/transinf.2022edp7033,https://www.jstage.jst.go.jp/article/transinf/E105.D/10/E105.D_2022EDP7033/_pdf,10.1587/transinf.2022edp7033,NOT_ASSESSED_AT_BROAD_LEVEL
200,PRIMARY,P0396,RGB1C4EE054F457F5A,LearnAlign: Data Selection for LLM Reinforcement Learning with Improved Gradient Alignment,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0396.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0396.pdf,PDF,https://doi.org/10.18653/v1/2026.findings-acl.2009,https://aclanthology.org/2026.findings-acl.2009.pdf,10.18653/v1/2026.findings-acl.2009,NOT_ASSESSED_AT_BROAD_LEVEL
201,PRIMARY,P0028,RGA9FF3E7C7E6293A8,Hybrid Curriculum Learning for Emotion Recognition in Conversation,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0028.html,HTML,https://doi.org/10.1609/aaai.v36i10.21413,https://doi.org/10.1609/aaai.v36i10.21413,10.1609/aaai.v36i10.21413,NOT_ASSESSED_AT_BROAD_LEVEL
202,PRIMARY,P0188,RG1B00A6361F1E36CF,Label-Efficient Dataset Pruning via Semi-Supervised Pseudo-Labeling,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0188.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0188.pdf,PDF,https://arxiv.org/abs/2605.23198,https://arxiv.org/pdf/2605.23198,10.48550/arxiv.2605.23198,NOT_ASSESSED_AT_BROAD_LEVEL
203,PRIMARY,P0117,RG29B778F8F0E00D96,PDAC: Efficient Coreset Selection for Continual Learning via Probability Density Awareness,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0117.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0117.pdf,PDF,http://arxiv.org/abs/2511.09487,https://arxiv.org/pdf/2511.09487,10.48550/arxiv.2511.09487,NOT_ASSESSED_AT_BROAD_LEVEL
204,PRIMARY,P0471,RG3DABAD3E9CB489E4,Learning to Reweight Examples for Robust Deep Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0471.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0471.pdf,PDF,http://arxiv.org/abs/1803.09050,https://arxiv.org/pdf/1803.09050,10.48550/arxiv.1803.09050,NOT_ASSESSED_AT_BROAD_LEVEL
205,PRIMARY,P0353,RGE9CA623EFA003C5D,Combination of Active Learning and Self-Paced Learning for Deep Answer Selection with Bayesian Neural Network,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0353.html,HTML,https://doi.org/10.3233/faia200268,https://doi.org/10.3233/faia200268,10.3233/faia200268,NOT_ASSESSED_AT_BROAD_LEVEL
206,PRIMARY,P0319,RG73DDFFEB6CEB2A03,A Novel Self-Supervised Re-labeling Approach for Training with Noisy Labels,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0319.html,HTML,https://doi.org/10.1109/wacv45572.2020.9093342,NOT_REPORTED_BY_SOURCE,10.1109/wacv45572.2020.9093342,NOT_ASSESSED_AT_BROAD_LEVEL
207,PRIMARY,P0105,RGE5C6776C367063E6,Balanced self-paced learning with feature corruption,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0105.html,HTML,https://doi.org/10.1109/ijcnn.2017.7966104,NOT_REPORTED_BY_SOURCE,10.1109/ijcnn.2017.7966104,NOT_ASSESSED_AT_BROAD_LEVEL
208,PRIMARY,P0253,RG4E7AAB3589A6092D,Play it Straight: An Intelligent Data Pruning Technique for Green-AI,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0253.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0253.pdf,PDF,https://doi.org/10.1007/978-3-031-78977-9_5,https://link.springer.com/content/pdf/10.1007/978-3-031-78977-9_5.pdf,10.1007/978-3-031-78977-9_5,NOT_ASSESSED_AT_BROAD_LEVEL
209,PRIMARY,P0325,AXB4D35C6558F3F40B,Repeated Random Sampling for Minimizing the Time-to-Accuracy of Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0325.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0325.pdf,PDF,https://proceedings.iclr.cc/paper_files/paper/2024/hash/68b8d2bc77268facfc75a78782da9559-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/68b8d2bc77268facfc75a78782da9559-Paper-Conference.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
210,PRIMARY,P0377,RG6EB3043E42C08BA8,Remember More by Recalling Less: Investigating the Role of Batch Size in Continual Learning with Experience Replay (Student Abstract),REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0377.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0377.pdf,PDF,https://doi.org/10.1609/aaai.v35i18.17958,https://ojs.aaai.org/index.php/AAAI/article/download/17958/17763,10.1609/aaai.v35i18.17958,NOT_ASSESSED_AT_BROAD_LEVEL
211,PRIMARY,P0161,RGEFC7A3B315C9A0C3,Dynamic Soft Data Pruning: Adaptive Selection and Scheduling for Data-Efficient Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0161.html,HTML,https://doi.org/10.1145/3788149.3788245,https://doi.org/10.1145/3788149.3788245,10.1145/3788149.3788245,NOT_ASSESSED_AT_BROAD_LEVEL
212,PRIMARY,P0099,RG39E7D2C2EB164929,DynClean: Training Dynamics-based Label Cleaning for Distantly-Supervised Named Entity Recognition,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0099.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0099.pdf,PDF,https://doi.org/10.18653/v1/2025.findings-naacl.137,https://aclanthology.org/2025.findings-naacl.137.pdf,10.18653/v1/2025.findings-naacl.137,NOT_ASSESSED_AT_BROAD_LEVEL
213,PRIMARY,P0469,RGD9F8F092349136B1,AdaER: An Adaptive Experience Replay Approach for Continual Lifelong Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0469.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0469.pdf,PDF,http://arxiv.org/abs/2308.03810,https://arxiv.org/pdf/2308.03810,10.48550/arxiv.2308.03810,NOT_ASSESSED_AT_BROAD_LEVEL
214,PRIMARY,P0448,RGD850F26F2CCD3E44,The Impact of Coreset Selection on Spurious Correlations and Group Robustness,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0448.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0448.pdf,PDF,https://doi.org/10.52202/085713-3223,https://arxiv.org/pdf/2507.11690,10.52202/085713-3223,NOT_ASSESSED_AT_BROAD_LEVEL
215,PRIMARY,P0450,RG2BD0F59797B19AD4,ELFS: Label-Free Coreset Selection with Proxy Training Dynamics,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0450.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0450.pdf,PDF,http://arxiv.org/abs/2406.04273,https://arxiv.org/pdf/2406.04273,10.48550/arxiv.2406.04273,NOT_ASSESSED_AT_BROAD_LEVEL
216,PRIMARY,P0475,RG8D6A4A01FBEECD31,Unbiased curriculum learning enhanced global-local graph neural network for protein thermodynamic stability prediction,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://academic.oup.com/bioinformatics/advance-article-pdf/doi/10.1093/bioinformatics/btad589/51728113/btad589.pdf,sources/screened_method_anchor_complete_v3/P0475.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0475.html,HTML,https://doi.org/10.1093/bioinformatics/btad589,https://academic.oup.com/bioinformatics/advance-article-pdf/doi/10.1093/bioinformatics/btad589/51728113/btad589.pdf,10.1093/bioinformatics/btad589,NOT_ASSESSED_AT_BROAD_LEVEL
217,PRIMARY,P0075,RG9FA3C12D2147A460,A Neyman-Pearson Approach to Statistical Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0075.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0075.pdf,PDF,https://doi.org/10.1109/TIT.2005.856955,https://www.stat.rice.edu/~cscott/pubs/np.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
218,PRIMARY,P0498,RGA2C29BF07455BC6D,Extracting In-domain Training Corpora for Neural Machine Translation Using Data Selection Methods,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0498.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0498.pdf,PDF,https://doi.org/10.18653/v1/w18-6323,https://www.aclweb.org/anthology/W18-6323.pdf,10.18653/v1/w18-6323,NOT_ASSESSED_AT_BROAD_LEVEL
219,PRIMARY,P0021,RGEE7171D25C56697E,Accelerating Deep Learning with Dynamic Data Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0021.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0021.pdf,PDF,https://arxiv.org/abs/2111.12621,https://arxiv.org/pdf/2111.12621,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
220,PRIMARY,P0492,RGD6B1DD78B1293E04,Group Self-Paced Learning With a Time-Varying Regularizer for Unsupervised Change Detection,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0492.html,HTML,https://doi.org/10.1109/tgrs.2019.2951441,NOT_REPORTED_BY_SOURCE,10.1109/tgrs.2019.2951441,NOT_ASSESSED_AT_BROAD_LEVEL
221,PRIMARY,P0026,RG19827FEECA4BADC0,Airport Detection Using End-to-End Convolutional Neural Network with Hard Example Mining,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0026.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0026.pdf,PDF,https://doi.org/10.3390/rs9111198,https://www.mdpi.com/2072-4292/9/11/1198/pdf?version=1511425391,10.3390/rs9111198,NOT_ASSESSED_AT_BROAD_LEVEL
222,PRIMARY,P0452,RG09C0B0AB9A8300CA,Bridging Saliency Detection to Weakly Supervised Object Detection Based on Self-paced Curriculum Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0452.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0452.pdf,PDF,http://arxiv.org/abs/1703.01290,https://arxiv.org/pdf/1703.01290,10.48550/arxiv.1703.01290,NOT_ASSESSED_AT_BROAD_LEVEL
223,PRIMARY,P0254,RGD41F8ECE2A301A54,"Time-series clustering approach for training data selection of a data-driven predictive model: Application to an industrial bio 2,3-butanediol distillation process",ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.sciencedirect.com/science/article/pii/S0098135422000990/pdf,sources/screened_method_anchor_complete_v3/P0254.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0254.html,HTML,https://doi.org/10.1016/j.compchemeng.2022.107758,https://www.sciencedirect.com/science/article/pii/S0098135422000990/pdf,10.1016/j.compchemeng.2022.107758,NOT_ASSESSED_AT_BROAD_LEVEL
224,PRIMARY,P0193,RG861D401A7B11E2D1,BRIEF: Bi-Level Coreset Selection for Efficient Instruction Tuning in LLMs,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0193.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0193.pdf,PDF,https://doi.org/10.14778/3797919.3797933,NOT_REPORTED_BY_SOURCE,10.14778/3797919.3797933,NOT_ASSESSED_AT_BROAD_LEVEL
225,PRIMARY,P0063,RG3A20C57631EB3E57,Refined Coreset Selection: Towards Minimal Coreset Size under Model Performance Constraints,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0063.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0063.pdf,PDF,http://arxiv.org/abs/2311.08675,https://arxiv.org/pdf/2311.08675,10.48550/arxiv.2311.08675,NOT_ASSESSED_AT_BROAD_LEVEL
226,PRIMARY,P0494,RGFF376765D4FA25D6,Predicting cognitive scores with graph neural networks through sample selection learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0494.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0494.pdf,PDF,https://doi.org/10.1007/s11682-021-00585-7,https://link.springer.com/content/pdf/10.1007/s11682-021-00585-7.pdf,10.1007/s11682-021-00585-7,NOT_ASSESSED_AT_BROAD_LEVEL
227,PRIMARY,P0268,RG144323F817062020,Automatic Combination of Sample Selection Strategies for Few-Shot Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0268.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0268.pdf,PDF,https://doi.org/10.18653/v1/2026.findings-acl.2008,https://aclanthology.org/2026.findings-acl.2008.pdf,10.18653/v1/2026.findings-acl.2008,NOT_ASSESSED_AT_BROAD_LEVEL
228,PRIMARY,P0409,RG216329B58A40AB01,PASS: Peer-agreement based sample selection for training with instance dependent noisy labels,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0409.html,HTML,https://doi.org/10.1016/j.imavis.2025.105877,https://doi.org/10.1016/j.imavis.2025.105877,10.1016/j.imavis.2025.105877,NOT_ASSESSED_AT_BROAD_LEVEL
