reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_path,method_source_format,method_source_sha256,method_source_bytes,method_source_origin,method_source_authority,method_source_url,method_source_receipt_path,method_source_status,screened_credit
29,PRIMARY,P0335,RG3753B55186A38962,CWABE29E858A9AD7DA121B,Training with Growing Sets: A Simple Alternative to Curriculum Learning and Self Paced Learning,RQ6,RQ1;RQ5;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,15CD9F6B110F469AEC7C502B986AB5AFE8F0EB1566DDADDEDC9EA6984A534A4C,sources/P0335.pdf,PDF,D969C4C1CAD6483FA0709D4360C05754C362DB75D7811B05457E2CE499BAA4B1,321055,sources/P0335.pdf,PDF,D969C4C1CAD6483FA0709D4360C05754C362DB75D7811B05457E2CE499BAA4B1,321055,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
30,PRIMARY,P0234,RG69457C334A828050,CW8665C24D5E0A8E499D95,Hybrid Knowledge Transfer for Improved Cross-Lingual Event Detection via Hierarchical Sample Selection,RQ4,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,15DF6AD2B6756E7328E32297B2C36082981D865BBC817282A68F5C455AAF6829,sources/P0234.pdf,PDF,630E8A8E03C6EABCE2A383D47DCBC88DDD4CFFCDD786BAADABC6606FF3F0CFC6,508958,sources/P0234.pdf,PDF,630E8A8E03C6EABCE2A383D47DCBC88DDD4CFFCDD786BAADABC6606FF3F0CFC6,508958,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
31,PRIMARY,P0122,RG68DFFA9A635943B1,CW29490D02E230361BA5BF,Semi-Supervised Learning for Maximizing the Partial AUC,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,161F4C34D28F1B2BD9F26E4DCC0B5D9E8F375DC340AA75AEA6C7C40DE7CCDE1B,sources/P0122.pdf,PDF,A63788E19B626422F6174D7FF7474278CC41B030399D5135DAA34249CE34F6E7,706331,sources/P0122.pdf,PDF,A63788E19B626422F6174D7FF7474278CC41B030399D5135DAA34249CE34F6E7,706331,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
32,PRIMARY,P0470,RG89CDA19BD25B4468,CW0D6BE41715C509B33E1E,Feature Distribution Matching by Optimal Transport for Effective and Robust Coreset Selection,RQ4,RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,17A11D8380CAB76BAF8EC13760ADB3DC3D610D1CEC11B6BC5E5042DCB48DB7B5,sources/P0470.pdf,PDF,DCD6AB2C53575721BF7CD9D31E20969A125079DC32BFE9F02B6DB47D60003AAD,643539,sources/P0470.pdf,PDF,DCD6AB2C53575721BF7CD9D31E20969A125079DC32BFE9F02B6DB47D60003AAD,643539,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
33,PRIMARY,P0145,RGCD2D2100BA9A77FD,CWBEC6D4B8418EE862A458,Identifying Mislabeled Data using the Area Under the Margin Ranking,RQ1,RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,17C1A81FB836DACBBAEE67444726ABA4721584B7B94B632E916D450B4E0DA9D9,sources/P0145.pdf,PDF,18884DA0DFDD63F625C3E45FF3E5C7907180045FB8D16C333D379880F37C3E83,2500129,sources/P0145.pdf,PDF,18884DA0DFDD63F625C3E45FF3E5C7907180045FB8D16C333D379880F37C3E83,2500129,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
34,PRIMARY,P0098,RGD4F17A4EBAFB850A,CW9C041A345AED06B053B5,Influence Dynamics and Stagewise Data Attribution,RQ7,RQ1;RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,1831122E95D08EECD951A6219916C34379185A10119E625CE7589E4F3AC506AF,sources/P0098.pdf,PDF,DD4E715570D17E3287FF6EDC8EBA1F3D6EF8FFF67CBCA1749913F55EC75D3DCF,11434373,sources/P0098.pdf,PDF,DD4E715570D17E3287FF6EDC8EBA1F3D6EF8FFF67CBCA1749913F55EC75D3DCF,11434373,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
35,PRIMARY,P0020,RG08D4BDEF38C63D1C,CWE6B9AC3B38B527C49DFD,GLISTER: Generalization based Data Subset Selection for Efficient and Robust Learning,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,1836DC579F07DC302FBF32797230D4C24D9FFC03BBF63E2DE44DDA4A4B6C9354,sources/P0020.pdf,PDF,88ECDA6540A7E528B2CB7C7763492CFB5763A0D421580ADB50E130FB9551BAF6,797498,sources/P0020.pdf,PDF,88ECDA6540A7E528B2CB7C7763492CFB5763A0D421580ADB50E130FB9551BAF6,797498,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
36,PRIMARY,P0149,RG040AD85AE4D12CBA,CW22961787DA756DBB228F,Data Selection for Language Models via Importance Resampling,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,19EDE482C24E3BD9B910382B65A8B6F9F21442A3FECBA8EDF290F490128A21EF,sources/P0149.pdf,PDF,3826EC3EED198449C48843A615505CC0763B1C664E96239C714D61F017B8D6DC,1118931,sources/P0149.pdf,PDF,3826EC3EED198449C48843A615505CC0763B1C664E96239C714D61F017B8D6DC,1118931,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
37,PRIMARY,P0324,RG2DCC19E9C3A5D5E1,CWB278F4162248E92B27A9,Mitigating Memorization in Sample Selection for Learning with Noisy Labels,RQ1,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,1B5EC5596B8CEB0C88F202CE9FD2D0F6DB5912ED1B41E3A02125EA8BDC0019B4,sources/P0324.pdf,PDF,A461E159BE20AFFA87351773F5B0FE90BD89790B5930B1D7CFFDD661BD85A457,2647560,sources/P0324.pdf,PDF,A461E159BE20AFFA87351773F5B0FE90BD89790B5930B1D7CFFDD661BD85A457,2647560,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
38,PRIMARY,P0081,RGE2024D354EF2D0A1,CW98583D9FDAB29511E544,Data Attribution in Large Language Models via Bidirectional Gradient Optimization,RQ3,RQ2;RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,1B95E9153F3AA01315D47BD538A2D6E88FED1B6D798B8F773C38E7EAD7B39986,sources/P0081.pdf,PDF,39A3ADAE7556AEF4CA6F8F34C3E050A8DCE4023C8608652CA4DBBD1CE3CF5352,442112,sources/P0081.pdf,PDF,39A3ADAE7556AEF4CA6F8F34C3E050A8DCE4023C8608652CA4DBBD1CE3CF5352,442112,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
39,PRIMARY,P0209,RG6F00B1CBA5BDDEFC,CW70EE62ADEDC9E0C7537C,Army of Thieves: Enhancing Black-Box Model Extraction via Ensemble based sample selection,RQ2,RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1B9CC0EB2338F0AF242BF7284B2091F8A6906471909DF57E47E95EDF0B5EAE87,sources/P0209.pdf,PDF,B1FF6C8AAABE29278E4643176854AD121EF2864B24C832250F541C9968FAA7F2,1519202,sources/P0209.pdf,PDF,B1FF6C8AAABE29278E4643176854AD121EF2864B24C832250F541C9968FAA7F2,1519202,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
40,PRIMARY,P0422,RGA2645A37BA2ADFA3,CW4393E96BD48909A90BAF,Understanding Black-box Predictions via Influence Functions,RQ7,RQ2;RQ3;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,1C327C5CED8C5BD2F86160B26E97EA7332AEA87C0FD9ECF11EDCA227A96412BD,sources/P0422.html,HTML,70EA246B8019184D20489CA6CCCD833E446B8835C6C77DC28ED439F13EFACF3F,14532,sources/legacy_core/P012_Influence_Functions_2017.pdf,PDF,715FB9F935B0AF32C7AE1F0D834FD5158EDB279A575A4AE91196D1830F281F65,4815350,VERIFIED_OVERRIDE,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v70/koh17a/koh17a.pdf,sources/legacy_core/P012_Influence_Functions_2017.pdf.receipt.json,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
41,PRIMARY,P0221,RG3CF5945C92AC9742,CWA2BA5D4079785F9700C9,A Neural Network Approach for Online Nonlinear Neyman-Pearson Classification,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,1C96F1E1A9278AAE1A8A552B5240225AC047DAE6414A5CC6C5D68E599C01A05F,sources/P0221.pdf,PDF,1760D79C1FD9085E486940F6B8F869040A13FF78FAFF6EDCF2C502E39309446B,1717706,sources/P0221.pdf,PDF,1760D79C1FD9085E486940F6B8F869040A13FF78FAFF6EDCF2C502E39309446B,1717706,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
42,PRIMARY,P0195,RG8B75A3615EBE7E16,CW832E3A1E63B794450905,Generative Entity Typing with Curriculum Learning,RQ2,RQ1;RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1E9C4BDDCE3EF6A67C4A5D560CFE0424DB83447EF700624C63C2451D8C11640C,sources/P0195.pdf,PDF,AF71AA13F24ACABB711E4FCD905BA9EA7543804293CE2EC8ED3D6FBE2E096C3E,821166,sources/P0195.pdf,PDF,AF71AA13F24ACABB711E4FCD905BA9EA7543804293CE2EC8ED3D6FBE2E096C3E,821166,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
43,PRIMARY,P0344,RGD2A3FE973E21A100,CWF1C585B9B7AEFF9F3AAE,A Novel Multiview Sampling-Based Meta Self-Paced Learning Approach for Class-Imbalanced Intelligent Fault Diagnosis,RQ2,RQ1;RQ4;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1F455F48655DCC3CD6A40B3D79C705F795E88F87D6DD2988FA0EC5A32BF609A9,sources/P0344.pdf,PDF,E9D6ABC660DCAFDD35737AEE1668093372052FA992780C2EFF410A1966995FA1,1505647,sources/P0344.pdf,PDF,E9D6ABC660DCAFDD35737AEE1668093372052FA992780C2EFF410A1966995FA1,1505647,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
44,PRIMARY,P0189,RG36B21FEDF2B54743,CWBBA912FD06660C54DF44,Logistic push: a regression framework for partial AUC optimization,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,2015D666133E5DD49D49C7550D94246B25FBCBB8A994236E6DAEC7AB4EB03BC3,sources/P0189.pdf,PDF,6FB2E5588DDAF4358FE6EC6CBB2B9E94D804A5A36A0496D7F5915E4F86A25FCF,336939,sources/P0189.pdf,PDF,6FB2E5588DDAF4358FE6EC6CBB2B9E94D804A5A36A0496D7F5915E4F86A25FCF,336939,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
45,PRIMARY,P0404,RG2608FDB90F6E9D9E,CWD5D066FBE3AD009A6B05,Density-Based Dynamic Curriculum Learning for Intent Detection,RQ6,RQ1;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,209D27554ED4CDFA01FB4626D7B1504E4A5AC95AE692173B3CFF1AD36692F127,sources/P0404.pdf,PDF,13181524DF8C4B076FB3765C65E72105DB1409B6807238BC8CE4C4F0402C2311,1678689,sources/P0404.pdf,PDF,13181524DF8C4B076FB3765C65E72105DB1409B6807238BC8CE4C4F0402C2311,1678689,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
46,PRIMARY,P0197,RG254E81CD85A50D22,CW1ECA2D0D8F67549BD4E1,Deep Learning on a Data Diet: Finding Important Examples Early in\n Training,RQ2,RQ1;RQ4;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,223BB7C9B2CD3BF879FCC8F2218D8F10D75C3E8A1785F623D853189B58E9CEF1,sources/P0197.pdf,PDF,842B7D259D98E6C900D87F730D08B689F347DF70D764BF72E4A503DACA213058,2241745,sources/P0197.pdf,PDF,842B7D259D98E6C900D87F730D08B689F347DF70D764BF72E4A503DACA213058,2241745,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
47,PRIMARY,P0065,RG1D0D158917FDF956,CW9ED6CCA50DB28E323413,Smart Cuts: Enhance Active Learning for Vulnerability Detection by Pruning Hard-to-Learn Data,RQ3,RQ1;RQ2;RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,24AA9540FE3DC11F32395F264C8DFD0B94F091F680332002B8B57EAA02D76B4B,sources/P0065.pdf,PDF,976A0D6476849AD2652D15DDA87980EB255A7724B8B52257CFD8B2F12635FBE2,3183768,sources/P0065.pdf,PDF,976A0D6476849AD2652D15DDA87980EB255A7724B8B52257CFD8B2F12635FBE2,3183768,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
48,PRIMARY,P0438,RG7847EF6B0844A898,CW7BC5469D2AFD3B8FFCFA,Training data selection for event classification in a highly variable environment,RQ2,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,252DD0802779AA8DFD66CDA7FDC96BCC6286DB3AFCECB24A084F30E245CAFF27,sources/P0438.pdf,PDF,D9EDC16FF6FC88EBA9EBA97BDE2C3D33B9FB74F532966443EB80F1C2DAA015A6,1703068,sources/P0438.pdf,PDF,D9EDC16FF6FC88EBA9EBA97BDE2C3D33B9FB74F532966443EB80F1C2DAA015A6,1703068,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
49,PRIMARY,P0359,RG3C57306DF636CDE1,CW8B9C77CFCBDC71178463,TDSelector: A Training Data Selection Method for Cross-Project Defect Prediction,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,26A24144A83E484E2F4289C5AE72F2E8F1AD71B9853948E56622D4F08474D05C,sources/P0359.pdf,PDF,1919745A27093D4106A600CDABD659FB8B6EDA531AB334536E369190CFF3C918,513110,sources/P0359.pdf,PDF,1919745A27093D4106A600CDABD659FB8B6EDA531AB334536E369190CFF3C918,513110,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
50,PRIMARY,P0112,RGD8011BA26E53F4FC,CWFABA55345666BE674E74,UNICON: Combating Label Noise Through Uniform Selection and Contrastive Learning,RQ5,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,274580E59465E614280CBEF2A269FAF1E60A7863ABDB921DCB34C20D862DFDDE,sources/P0112.pdf,PDF,F5BB0C951181300351F496D44041A5EB6599529199BB89E90CB3710DCDCB395A,2531250,sources/P0112.pdf,PDF,F5BB0C951181300351F496D44041A5EB6599529199BB89E90CB3710DCDCB395A,2531250,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
51,PRIMARY,P0268,RG144323F817062020,CWBB522EF90675376968EA,Automatic Combination of Sample Selection Strategies for Few-Shot Learning,RQ3,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2784341BDAF096E1E05B2DFF8F8F144B594C082419FE17ED82930E777246F286,sources/P0268.pdf,PDF,CA8F3F98FC0953B3AD566786C82B9AE03ED005E7A1D758BACFEDE15AF65C9132,7594462,sources/P0268.pdf,PDF,CA8F3F98FC0953B3AD566786C82B9AE03ED005E7A1D758BACFEDE15AF65C9132,7594462,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
52,PRIMARY,P0495,RG59238E96B008672F,CWD64B18B9EF5A79157B03,Enhancing Training Data Attribution for Large Language Models with Fitting Error Consideration,RQ3,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,27E7E341130A4518F17322973DFCB9CABF3E5E680229BE3E16DF17AE65997F8E,sources/P0495.pdf,PDF,BF5F31EDA53A965F85D73ABA7517B0D6B4A8739E23D4D348412AA2EC23B17239,379661,sources/P0495.pdf,PDF,BF5F31EDA53A965F85D73ABA7517B0D6B4A8739E23D4D348412AA2EC23B17239,379661,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
53,PRIMARY,P0136,RG0E3956F4E3D3BC81,CW414BCDB305D4926D1058,Zero-Shot Coreset Selection via Iterative Subspace Sampling,RQ3,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,28FCEBB82304A97E140AAFD26B094E81512F9B8EDA4DB50DE15C29CE329A6F0C,sources/P0136.pdf,PDF,6BBC162930D602D73F2D9ADA583C22D6C6252DE119E9669BF0092718DC0B9EB6,12351128,sources/P0136.pdf,PDF,6BBC162930D602D73F2D9ADA583C22D6C6252DE119E9669BF0092718DC0B9EB6,12351128,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
54,PRIMARY,P0097,RG5D15B06C823481A6,CW47AC388F843BE90CFD7F,Learn like a Pathologist: Curriculum Learning by Annotator Agreement for Histopathology Image Classification,RQ2,RQ1;RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2A224965CEF4985E950C757C122CC6AC41256FE9E683ACFB97C282594A7DC9C6,sources/P0097.pdf,PDF,94AD5EE0FBE28A95391CA4F2BD4A447B03A42B4ED188D35BF0197290DB2E49E3,11047720,sources/P0097.pdf,PDF,94AD5EE0FBE28A95391CA4F2BD4A447B03A42B4ED188D35BF0197290DB2E49E3,11047720,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
55,PRIMARY,P0358,RGEF071C3DA2137D03,CW8D53F1C18A0291F2B180,QADYNAMICS: Training Dynamics-Driven Synthetic QA Diagnostic for Zero-Shot Commonsense Question Answering,RQ2,RQ1;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2A2D49DCDBBDD13D39D2BCEA46146D475DE62E27FEC7136D6EEB7EFE2C25730E,sources/P0358.pdf,PDF,7F77497EC65F82AF821387D608D430AED106D8C0A877FAD0B9E81804AF8E738B,1007832,sources/P0358.pdf,PDF,7F77497EC65F82AF821387D608D430AED106D8C0A877FAD0B9E81804AF8E738B,1007832,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
56,PRIMARY,P0360,RG97EB18B8A5831355,CW22A005244AFACBD0BFEB,Self-Paced Curriculum Learning for Visual Question Answering on Remote Sensing Data,RQ8,RQ1;RQ5,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,2AB0F22E228AB02FB85D5C6AE40A77766F19B0A29366B1FB67EE2AD341BE11C9,sources/P0360.pdf,PDF,7767B424E1638909A8493540E1C822AA5D8781847DE01E8AD4ED937C6036588E,583025,sources/P0360.pdf,PDF,7767B424E1638909A8493540E1C822AA5D8781847DE01E8AD4ED937C6036588E,583025,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
57,PRIMARY,P0421,RG38876E4B004BBD24,CWF70E65B04A8F87B9146B,Self-Paced Learning with Diversity,RQ2,RQ1;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2B14B3C5143DD3C2BB57234AB1A840B27F676B9F6B72F81146006ED71DB5419A,sources/P0421.pdf,PDF,DA3CB3F840750AA845BFCDFB19AE262E052FD977BC2C1A48BCFCCD1E1EEFD9DB,754481,sources/P0421.pdf,PDF,DA3CB3F840750AA845BFCDFB19AE262E052FD977BC2C1A48BCFCCD1E1EEFD9DB,754481,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
