"view_relative_path","setting","smoke_tag","split","class_name","file_name","source_relative_path_original","source_relative_path_resolved","resolution_mode","source_exists_in_base_dataset"
"weighted_hn14_risk_consistency\train\Abnormal\00007692.png","weighted_hn14_risk_consistency","","train","Abnormal","00007692.png","train\\Abnormal\\00007692.png","train\\Abnormal\\00007692.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00007695.png","weighted_hn14_risk_consistency","","train","Abnormal","00007695.png","train\\Abnormal\\00007695.png","train\\Abnormal\\00007695.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00007759.png","weighted_hn14_risk_consistency","","train","Abnormal","00007759.png","train\\Abnormal\\00007759.png","train\\Abnormal\\00007759.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00007764.png","weighted_hn14_risk_consistency","","train","Abnormal","00007764.png","train\\Abnormal\\00007764.png","train\\Abnormal\\00007764.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00007765.png","weighted_hn14_risk_consistency","","train","Abnormal","00007765.png","train\\Abnormal\\00007765.png","train\\Abnormal\\00007765.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00007768.png","weighted_hn14_risk_consistency","","train","Abnormal","00007768.png","train\\Abnormal\\00007768.png","train\\Abnormal\\00007768.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00007789.png","weighted_hn14_risk_consistency","","train","Abnormal","00007789.png","train\\Abnormal\\00007789.png","train\\Abnormal\\00007789.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00007877.png","weighted_hn14_risk_consistency","","train","Abnormal","00007877.png","train\\Abnormal\\00007877.png","train\\Abnormal\\00007877.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00007983.png","weighted_hn14_risk_consistency","","train","Abnormal","00007983.png","train\\Abnormal\\00007983.png","train\\Abnormal\\00007983.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00007985.png","weighted_hn14_risk_consistency","","train","Abnormal","00007985.png","train\\Abnormal\\00007985.png","train\\Abnormal\\00007985.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008014.png","weighted_hn14_risk_consistency","","train","Abnormal","00008014.png","train\\Abnormal\\00008014.png","train\\Abnormal\\00008014.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008068.png","weighted_hn14_risk_consistency","","train","Abnormal","00008068.png","train\\Abnormal\\00008068.png","train\\Abnormal\\00008068.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008069.png","weighted_hn14_risk_consistency","","train","Abnormal","00008069.png","train\\Abnormal\\00008069.png","train\\Abnormal\\00008069.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008149.png","weighted_hn14_risk_consistency","","train","Abnormal","00008149.png","train\\Abnormal\\00008149.png","train\\Abnormal\\00008149.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008236.png","weighted_hn14_risk_consistency","","train","Abnormal","00008236.png","train\\Abnormal\\00008236.png","train\\Abnormal\\00008236.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008368.png","weighted_hn14_risk_consistency","","train","Abnormal","00008368.png","train\\Abnormal\\00008368.png","train\\Abnormal\\00008368.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008444.png","weighted_hn14_risk_consistency","","train","Abnormal","00008444.png","train\\Abnormal\\00008444.png","train\\Abnormal\\00008444.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008445.png","weighted_hn14_risk_consistency","","train","Abnormal","00008445.png","train\\Abnormal\\00008445.png","train\\Abnormal\\00008445.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008477.png","weighted_hn14_risk_consistency","","train","Abnormal","00008477.png","train\\Abnormal\\00008477.png","train\\Abnormal\\00008477.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008512.png","weighted_hn14_risk_consistency","","train","Abnormal","00008512.png","train\\Abnormal\\00008512.png","train\\Abnormal\\00008512.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008556.png","weighted_hn14_risk_consistency","","train","Abnormal","00008556.png","train\\Abnormal\\00008556.png","train\\Abnormal\\00008556.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008732.png","weighted_hn14_risk_consistency","","train","Abnormal","00008732.png","train\\Abnormal\\00008732.png","train\\Abnormal\\00008732.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008775.png","weighted_hn14_risk_consistency","","train","Abnormal","00008775.png","train\\Abnormal\\00008775.png","train\\Abnormal\\00008775.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008780.png","weighted_hn14_risk_consistency","","train","Abnormal","00008780.png","train\\Abnormal\\00008780.png","train\\Abnormal\\00008780.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008781.png","weighted_hn14_risk_consistency","","train","Abnormal","00008781.png","train\\Abnormal\\00008781.png","train\\Abnormal\\00008781.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00008794.png","weighted_hn14_risk_consistency","","train","Abnormal","00008794.png","train\\Abnormal\\00008794.png","train\\Abnormal\\00008794.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00009064.png","weighted_hn14_risk_consistency","","train","Abnormal","00009064.png","train\\Abnormal\\00009064.png","train\\Abnormal\\00009064.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00009380.png","weighted_hn14_risk_consistency","","train","Abnormal","00009380.png","train\\Abnormal\\00009380.png","train\\Abnormal\\00009380.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00009464.png","weighted_hn14_risk_consistency","","train","Abnormal","00009464.png","train\\Abnormal\\00009464.png","train\\Abnormal\\00009464.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00009493.png","weighted_hn14_risk_consistency","","train","Abnormal","00009493.png","train\\Abnormal\\00009493.png","train\\Abnormal\\00009493.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00009619.png","weighted_hn14_risk_consistency","","train","Abnormal","00009619.png","train\\Abnormal\\00009619.png","train\\Abnormal\\00009619.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00009642.png","weighted_hn14_risk_consistency","","train","Abnormal","00009642.png","train\\Abnormal\\00009642.png","train\\Abnormal\\00009642.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00009643.png","weighted_hn14_risk_consistency","","train","Abnormal","00009643.png","train\\Abnormal\\00009643.png","train\\Abnormal\\00009643.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00009655.png","weighted_hn14_risk_consistency","","train","Abnormal","00009655.png","train\\Abnormal\\00009655.png","train\\Abnormal\\00009655.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00009761.png","weighted_hn14_risk_consistency","","train","Abnormal","00009761.png","train\\Abnormal\\00009761.png","train\\Abnormal\\00009761.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00009841.png","weighted_hn14_risk_consistency","","train","Abnormal","00009841.png","train\\Abnormal\\00009841.png","train\\Abnormal\\00009841.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010336.png","weighted_hn14_risk_consistency","","train","Abnormal","00010336.png","train\\Abnormal\\00010336.png","train\\Abnormal\\00010336.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010368.png","weighted_hn14_risk_consistency","","train","Abnormal","00010368.png","train\\Abnormal\\00010368.png","train\\Abnormal\\00010368.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010423.png","weighted_hn14_risk_consistency","","train","Abnormal","00010423.png","train\\Abnormal\\00010423.png","train\\Abnormal\\00010423.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010424.png","weighted_hn14_risk_consistency","","train","Abnormal","00010424.png","train\\Abnormal\\00010424.png","train\\Abnormal\\00010424.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010427.png","weighted_hn14_risk_consistency","","train","Abnormal","00010427.png","train\\Abnormal\\00010427.png","train\\Abnormal\\00010427.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010430.png","weighted_hn14_risk_consistency","","train","Abnormal","00010430.png","train\\Abnormal\\00010430.png","train\\Abnormal\\00010430.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010463.png","weighted_hn14_risk_consistency","","train","Abnormal","00010463.png","train\\Abnormal\\00010463.png","train\\Abnormal\\00010463.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010522.png","weighted_hn14_risk_consistency","","train","Abnormal","00010522.png","train\\Abnormal\\00010522.png","train\\Abnormal\\00010522.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010609.png","weighted_hn14_risk_consistency","","train","Abnormal","00010609.png","train\\Abnormal\\00010609.png","train\\Abnormal\\00010609.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010718.png","weighted_hn14_risk_consistency","","train","Abnormal","00010718.png","train\\Abnormal\\00010718.png","train\\Abnormal\\00010718.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010719.png","weighted_hn14_risk_consistency","","train","Abnormal","00010719.png","train\\Abnormal\\00010719.png","train\\Abnormal\\00010719.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010804.png","weighted_hn14_risk_consistency","","train","Abnormal","00010804.png","train\\Abnormal\\00010804.png","train\\Abnormal\\00010804.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010850.png","weighted_hn14_risk_consistency","","train","Abnormal","00010850.png","train\\Abnormal\\00010850.png","train\\Abnormal\\00010850.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010852.png","weighted_hn14_risk_consistency","","train","Abnormal","00010852.png","train\\Abnormal\\00010852.png","train\\Abnormal\\00010852.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010926.png","weighted_hn14_risk_consistency","","train","Abnormal","00010926.png","train\\Abnormal\\00010926.png","train\\Abnormal\\00010926.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00010945.png","weighted_hn14_risk_consistency","","train","Abnormal","00010945.png","train\\Abnormal\\00010945.png","train\\Abnormal\\00010945.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011210.png","weighted_hn14_risk_consistency","","train","Abnormal","00011210.png","train\\Abnormal\\00011210.png","train\\Abnormal\\00011210.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011239.png","weighted_hn14_risk_consistency","","train","Abnormal","00011239.png","train\\Abnormal\\00011239.png","train\\Abnormal\\00011239.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011276.png","weighted_hn14_risk_consistency","","train","Abnormal","00011276.png","train\\Abnormal\\00011276.png","train\\Abnormal\\00011276.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011294.png","weighted_hn14_risk_consistency","","train","Abnormal","00011294.png","train\\Abnormal\\00011294.png","train\\Abnormal\\00011294.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011396.png","weighted_hn14_risk_consistency","","train","Abnormal","00011396.png","train\\Abnormal\\00011396.png","train\\Abnormal\\00011396.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011397.png","weighted_hn14_risk_consistency","","train","Abnormal","00011397.png","train\\Abnormal\\00011397.png","train\\Abnormal\\00011397.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011403.png","weighted_hn14_risk_consistency","","train","Abnormal","00011403.png","train\\Abnormal\\00011403.png","train\\Abnormal\\00011403.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011419.png","weighted_hn14_risk_consistency","","train","Abnormal","00011419.png","train\\Abnormal\\00011419.png","train\\Abnormal\\00011419.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011456.png","weighted_hn14_risk_consistency","","train","Abnormal","00011456.png","train\\Abnormal\\00011456.png","train\\Abnormal\\00011456.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011494.png","weighted_hn14_risk_consistency","","train","Abnormal","00011494.png","train\\Abnormal\\00011494.png","train\\Abnormal\\00011494.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011497.png","weighted_hn14_risk_consistency","","train","Abnormal","00011497.png","train\\Abnormal\\00011497.png","train\\Abnormal\\00011497.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011500.png","weighted_hn14_risk_consistency","","train","Abnormal","00011500.png","train\\Abnormal\\00011500.png","train\\Abnormal\\00011500.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011549.png","weighted_hn14_risk_consistency","","train","Abnormal","00011549.png","train\\Abnormal\\00011549.png","train\\Abnormal\\00011549.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011588.png","weighted_hn14_risk_consistency","","train","Abnormal","00011588.png","train\\Abnormal\\00011588.png","train\\Abnormal\\00011588.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011676.png","weighted_hn14_risk_consistency","","train","Abnormal","00011676.png","train\\Abnormal\\00011676.png","train\\Abnormal\\00011676.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011729.png","weighted_hn14_risk_consistency","","train","Abnormal","00011729.png","train\\Abnormal\\00011729.png","train\\Abnormal\\00011729.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011730.png","weighted_hn14_risk_consistency","","train","Abnormal","00011730.png","train\\Abnormal\\00011730.png","train\\Abnormal\\00011730.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011731.png","weighted_hn14_risk_consistency","","train","Abnormal","00011731.png","train\\Abnormal\\00011731.png","train\\Abnormal\\00011731.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011842.png","weighted_hn14_risk_consistency","","train","Abnormal","00011842.png","train\\Abnormal\\00011842.png","train\\Abnormal\\00011842.png","direct","True"
"weighted_hn14_risk_consistency\train\Abnormal\00011860.png","weighted_hn14_risk_consistency","","train","Abnormal","00011860.png","train\\Abnormal\\00011860.png","train\\Abnormal\\00011860.png","direct","True"
