paper_id,queue_id,canonical_work_id,quota_rq,secondary_rqs,directness,relevance_class,relation,selection_phase,tie_break_key,original_source_path,source_sha256,source_bytes,merged_queue_ids
P0055,RG3D45FB82085FF2A7,CW3FFF892EFE9D0A1F2CA7,RQ3,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1B9F7E0D874E0B83D203A7BC3F3772E075314957AB05C1519D500CE078336654,sources/broad_screen_primary/batch_016/RG3D45FB82085FF2A7.pdf,6B7C49A986065F2856F83FAD29697EEACB765F45858BFFC593B891ADCE47E6EC,1174201,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0056,RG0BE6AC1A963C79BD,CW76D855702B8D31435044,RQ2,RQ1;RQ4;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1BF8FF32D332D937A86EDCB452B5E2D04F470C5C4E8FD28144A146090BF21F84,sources/broad_screen/batch_006/RG0BE6AC1A963C79BD.pdf,654553AED80860E0F4310CE4250711060E17132D9AF09CFD6FEF4B5B3E842B49,2322418,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0057,RGC9DBF113F856F4FE,CWE157D064AB0EE690BCEA,RQ1,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,1C28152A149545EDC60E5C87E097E7B75A086569B03ABE1E2FB2070BE87D9A2F,sources/anchor_supplement_v2/RGC9DBF113F856F4FE.pdf,E3D807F0E007FF03A22F6B80176F4BBC9F734E7804061C61792C6FF1B97C550F,12910878,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0058,RG6CEE215492D33514,CWB3470AAE5EC48B1BF9B1,RQ2,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1D7D4A4BF2A9FF69A9D63F070E3F4B00146197B028CA0BEBD9427A7045A48011,sources/broad_screen/batch_017_corrections_v1/RG6CEE215492D33514.html,58546C3357765CE7F26A88AF180C5912EC6738304CA0064AC7FF1F9E4D6A46C9,7641,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0059,RG7847D09333510B20,CWCD843F0ACA98CCBA1C81,RQ3,RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1D8865E69C8CC11ABDEB745BA094818E2F3E627867D516769E6E67D399FAC6B7,sources/broad_screen/batch_001/RG7847D09333510B20.pdf,C1710EC056EE6009EA9B8B9E01876096A47399C820374700A7665BFCC7693D9B,954412,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0060,RGD44AED9103B27D1D,CW330E3393112D52B74D3C,RQ4,RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1E337333671A4C631C71E85E1B095C027244AC3925B47846783DC5B75AE6F330,sources/broad_screen/batch_002/RGD44AED9103B27D1D.pdf,7462A5FD57EFD0B77BCE6AE14C420EF42EE393888C41FDEE6D9649E8BA69E201,706607,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0061,RGE09D45EB4AD907E5,CW29EC36C82292406AAFE9,RQ5,RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,1E41A6CA15160C4651D10814606B44606E0E66588CB3F0A7ED194588F8E791BE,sources/broad_screen/batch_010_corrections_v1/RGE09D45EB4AD907E5.html,47BFE1C5803C656DC5A065891C1BC16DB90A3697DF03F819EF9969B97D7D98EF,13120,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0062,RGEE59DC67A0BBC200,CWD00072AB5B797956278E,RQ2,RQ1;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1E5C1BA457B1E47E64E8ED34C55E6C86B9E315ED71ECA9A5ABCDD419559666F7,sources/broad_screen_primary/batch_016/RGEE59DC67A0BBC200.pdf,F753EF1C539BE44CC86D2EFF6443D56575DE83AF5B29D55DCF08193986EF8499,10233849,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0063,RG3A20C57631EB3E57,CWD439940AA234F13623FA,RQ4,RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1E726BCDE06BC2E913462F8AEF25F7571E61E45C6F894C65C5010037C2B8A4D8,sources/broad_screen/batch_002/RG3A20C57631EB3E57.pdf,BE17B90963778CAD0BB37F61B9BA236DF6687022484EE2249C577D3FFEDB4F92,858165,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0064,RG787C2EFB26B1FB32,CW5BEFE8BB07F682C87E94,RQ5,RQ2;RQ4,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,1EFE43C6968B854D65908ECAFBF9E83C48FF87E365AF974B014812EA40259E4D,sources/broad_screen_primary/batch_018/RG787C2EFB26B1FB32.pdf,361CBAFDF5654D010F375D5E28942E1060D4BFA8548EC483AA7E53BB7046AEC7,189971,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0065,RG1D0D158917FDF956,CW9ED6CCA50DB28E323413,RQ3,RQ1;RQ2;RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,1F2BCC2ACBCE6E639F0EC600E08084E428460F3C57251BEC4865789F0AE8C9DD,sources/broad_screen_primary/batch_019/RG1D0D158917FDF956.pdf,976A0D6476849AD2652D15DDA87980EB255A7724B8B52257CFD8B2F12635FBE2,3183768,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0066,RG6C82C52AB6B24B6F,CWDECE50179B7F50ADB939,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,RQ_MINIMUM,1F8ED6123AB0004CE07BAF48A7CB469A49FDDC4B94553B5B42BB281AB7DCE442,sources/broad_screen_primary/batch_013/RG6C82C52AB6B24B6F.pdf,086F488C207D423BA562E5E2482D9066A764E02F64062C179CF814A5C96E52DA,1045365,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0067,RGDF86884201588E4B,CW726A068F040FD8815C03,RQ2,RQ1;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2016B613B0F7D838E45DBE6B4C616F80CBA31288052D88AFEEAA4BD155AAE0C7,sources/broad_screen_primary/batch_017/RGDF86884201588E4B.pdf,64FBCBB684508BC0D77EB9652366A191204198700447CA25F288696A0AA8F901,1267588,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0068,RG2A2A999CD9DBC07B,CW047F1D8625935B7EDAA5,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2039D1F3F0A5F92CCCB89E70F21437B68459E0DE7436D34E38FB9A6257329242,sources/broad_screen_primary/batch_014/RG2A2A999CD9DBC07B.pdf,C728E7DC7ED3EE0554C3D54C64B3C0B47BDD204CBACF6198872D069D881BD997,2615305,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0069,RG589A6D8703C823B0,CW35612108A8415FE23190,RQ3,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,20F5B7DFFA3D005057FC4A67FD973BF429CE95BDA9E2ABA19D859C875E173047,sources/broad_screen/batch_009_corrections_v2/RG589A6D8703C823B0.html,C1252622D2E39B23E92AC6A92AE35EC88F36105EE7894D153D9587DC6D20594D,3418,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0070,RG8F4CA52D1643E164,CW652D55F20F6EB7D1C56F,RQ2,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,211572FC380D68172ED88FD5577CC529D460D9D9F7371AB3BEBECCD80F450EF3,sources/broad_screen/batch_011/RG8F4CA52D1643E164.html,263BD17CE2E879BA8D37D2E3A2829B9E4A589C48FDE28405A4483C9F5678F1DB,26087,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0071,RGC7726D59327313D0,CWB53FC919873D7980EADA,RQ6,RQ2;RQ4;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,21977111452F9FC4775FAFC5A8B60212BBC553F9490C03CE4C004D4E0D9CADAF,sources/broad_screen_primary/batch_020/RGC7726D59327313D0.pdf,CC11E76E6AA412DF3E398612CF659CFBE880C1DC63D9028EC111EDB9A822DC95,5399416,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0072,RGF70427495E676CA1,CWEDCD4F418D7BD7225B23,RQ3,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,21F935D3D7BE7864416AF3445E5C863F17C67A78DF7E079B1AE3DFD2D8696853,sources/broad_screen_primary/batch_012/RGF70427495E676CA1.pdf,E1CFD3C3F1F4748D62099BE3ECA4DA57C9E1DBEFADD426E5ACA36F34ACD7EBE1,1492447,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0073,RG87A5FEFBCDD611DB,CWAD8481EF113E1665A9A3,RQ2,RQ3;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,224DB09A043D875B05D2C80E02DD85F9C71EE04E2CC686FC3358C1C37715A199,sources/broad_screen/batch_019_corrections_v2/RG87A5FEFBCDD611DB.pdf,D3901AA393ACB598BEED4A5432F52F080237E50AD443659A18E65B1B1F4CE176,4265486,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0074,RG77AE73B03F823EFF,CW1D9BFF4E81DD42AE93F3,RQ8,RQ7,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,RQ_MINIMUM,22D261607D8006F77C27FB0FF2707CE3A09A97E957B21DA21A43E09793D8B653,sources/broad_screen/batch_008/RG77AE73B03F823EFF.pdf,51EE8F3D704331CE718B314DF25891FA8A70F7C475954F63FDE897AA55DDF073,196471,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0075,RG9FA3C12D2147A460,CW6C0BF6537DFBB5C10C15,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,MANDATORY_ANCHOR,239951D31954A6FC68766ADB20FB22BDFB6BBAE1A2A5EDE33A2A0B3496A4D16C,sources/anchor_supplement_v2/RG9FA3C12D2147A460.pdf,E0336648125BB19F29C5E7C2FE3A19184D1E30107F3BB593B86CFBDA65866EB3,298304,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0076,RGD69071A6D4E62AF0,CW5D3A543720069633F942,RQ1,RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,23E0F0D954B48C38141BDDBD53D225D70BB496777CEAE96603BD762B75DFF3B0,sources/broad_screen/batch_006/RGD69071A6D4E62AF0.pdf,82B2F532DE94BC45A5626F04DCCCB9C0A8E21403680FC4A39685D32D46A1D2FA,3019338,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0077,RG5D59B73A0DF7E734,CWDBE34283063143F2AFE6,RQ2,RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,242EC7BEC6BE03C81EE7D4527E436B3F339912CCFBA808331028F72842B08745,sources/broad_screen/batch_018_corrections_v1/RG5D59B73A0DF7E734.html,E7B8027E9F636200B3C2E58837E7C736D75A560C93B4131982F24FA92D288200,3230,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0078,RGB20F30EECB4050E3,CWE3572132FC6F3DC7C5F1,RQ6,RQ3;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,25F99CBB916D19A3B4F393927D870D237F265407E213AADEEEDB8709B776B020,sources/broad_screen/batch_002/RGB20F30EECB4050E3.pdf,5EA3B3D77EBAA902E353078E18BA51FE293815806C6D225451096D8FEC9F75BC,12217941,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0079,RGF2049C51FE4BAC68,CW272E090E3D3C97B8B16B,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,26B68D552124021791B182AFC89ABC8A83FAEA3FB61F44D1D0F7B775A44B5450,sources/broad_screen/batch_010/RGF2049C51FE4BAC68.pdf,668179BD4A809324E8FEC5375E1DB342ACC2E79FE9DE3B5DA546B464A2C7E77A,1276395,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0080,RGCB66ABD5682CB8D9,CWE1F079E61A28A8BFE80A,RQ5,RQ3,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,2711AC81E5C4289FEFC6874A5706FAFDD4B5B137F34D3C24318C18E30703BACD,sources/broad_screen_primary/batch_017/RGCB66ABD5682CB8D9.html,988458C5B40EFA50DA857CA82050392E501B802938A33A9C1F457A67B38A230F,22554,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0081,RGE2024D354EF2D0A1,CW98583D9FDAB29511E544,RQ2,RQ3;RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,27E82AFAF295C4C81AD105A8E17F2DA5B05E2D3A2B99794E2D921F6726969D57,sources/broad_screen_primary/batch_020/RGE2024D354EF2D0A1.pdf,39A3ADAE7556AEF4CA6F8F34C3E050A8DCE4023C8608652CA4DBBD1CE3CF5352,442112,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0082,RG6D524C9306BAED95,CW73982D015AB40FEE5E6B,RQ2,RQ1;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,27FC7E6D10FF8BA47122D5E2E54ECEB2A0FBFABA644476A8884E9FFEC9304E85,sources/broad_screen_primary/batch_015/RG6D524C9306BAED95.pdf,1A2E018AD69D41F13551F2AE1AFE2D478C85DA159B66A08355E51C8D959D1327,625319,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0083,RG7451199A34910E76,CWEDBE6166746C1BD9B59C,RQ7,RQ3;RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,2804D23C2070FC79D18AF4D2DC0F62C96264260DB462AA392B0B35DD44C96041,sources/broad_screen_primary/batch_012/RG7451199A34910E76.pdf,75DA63EA3D202265D55DC4665ADA8A216BABE184F19F13D3DAA09CB0805FF174,1306720,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0084,RG976625C97B397C86,CW9C2B7B062E703D076A3B,RQ7,RQ2;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,287197C859AD7B565DB75F9FE804AFCFCEE8330A8EA11FE7A89AEA9843741B6D,sources/broad_screen/batch_021_corrections_v1/RG976625C97B397C86.html,6B2037E2AD609A381EF3A0EA01A6DB7975F132C539A261695F611E824550DFD3,19416,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0085,RGA0C42B6F141443A0,CW823E525D93E51C5AC1EC,RQ1,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,29A6231A8E4378E89FF794C28C52A4A0B631F737D8E7B5E1DBF5E626DC6A30B2,sources/broad_screen/batch_001/RGA0C42B6F141443A0.pdf,D3C24F74BACFF03FE628CB9F2B7DC9DA632F90A094840FDB30AC7E4629F3D7D3,2475574,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0086,RG2FE1022F8EA86700,CW67EDB489BFFC5542DCDC,RQ6,RQ5;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,REFUTED,RQ_MINIMUM,2A2630DC013D53ECA8B43BAEE2B3B87337938C280B30F4A15F517C03039457D4,sources/broad_screen/batch_015_corrections_v1/RG2FE1022F8EA86700.html,A92B1FE19A3A892B5676E63957369E01A9DF9C6C7F24973E69827C2BC540F971,9511,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0087,RGD16B918E822E2FF0,CWC494A29BDDFCC0C7B39B,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,REFUTED,RQ_MINIMUM,2A4D1E72EFF89E1052BC1D293929D73224DA768FAD8CE676F8F06846607BE2EE,sources/broad_screen/batch_006/RGD16B918E822E2FF0.pdf,1FC59CF9831D8A8B1CA89B86C659BC6C810BEE9A737D355B4796FEFA2004D0F7,3395250,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0088,RG2CEC6A7CD63F7720,CW002407ED6198FB059163,RQ4,RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2A9EAFAC219C12A2775F15D27B936FCF4396C0AC45BF1DC66BFECE5051821001,sources/broad_screen/batch_005/RG2CEC6A7CD63F7720.html,36840DFFF7DEDF317E86F4F27E94E6A625E40F8C381EDE3988B11A46668693BA,42184,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0089,RGB59672C40EA2E983,CW46DF9BD479B3E60A5DAB,RQ4,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2AD856EDF387B3F9AFF997FBC8335590526C03169E79F0285684BA1C96E4CFB0,sources/broad_screen/batch_009_corrections_v1/RGB59672C40EA2E983.html,943E7A99A7F46172195576DB085E164AE3C2C20C85820F79DD5F49FADADB7F74,29606,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0090,RGE97E2679A7238C30,CW2B04E126074BDC88E615,RQ4,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,2AEE7702E9862778A832343DA09092C2AADBE2CAA038836B288355D331E141ED,sources/broad_screen/batch_015_corrections_v1/RGE97E2679A7238C30.html,A739B200BE022C97CB9C3B144CC04050F922DB638C22762579548F299E548FEF,11722,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0091,RG2B3641065FEFADDD,CW2A3D48718A1B6C220288,RQ4,RQ1;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2B0976B6758C94A9F397926661D07A7E8BBE25CB070499DCCFEC8B41CC93BAAF,sources/broad_screen/batch_023_corrections_v1/RG2B3641065FEFADDD.html,DBD44859B2F96E309B9BE777176483FEF9D2273F5D3A6F329D0FBB1F40F1FEE2,19819,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0092,RG956A8FDEADC2B6A2,CWEF948C3DBE89E0321123,RQ2,RQ1;RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2B09B8A9597EC15ACF894050F36EF7FC0CDD2AC0D583A4A94F0FDEF4F65A6D8A,sources/broad_screen/batch_020_corrections_v1/RG956A8FDEADC2B6A2.pdf,8A932922A3847706D50A579B6BD4216C460BA51F55995B02ACE54C981B1C943C,1485124,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0093,RG5D41AD28A27FD28C,CW6297B5CE268C33797D01,RQ5,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,2B554C13F3B4FDF699779368AFE7D5E82F842F9E2CEFB3733FD65B6EB8D25C62,sources/broad_screen/batch_001_corrections/RG5D41AD28A27FD28C.html,60D4ADA42BF16BBA377AB1C7D4BE18C3A3C1DE2F3CCD1DCD4C93F663AF6C6E70,303692,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0094,RG9D6DE46B70CCB4C4,CWDE7DA91300CEA661A571,RQ2,RQ1;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,2C5EB4A095C2879650F15FD6ADBFBA81D284398175E904486C05371772BD4F95,sources/broad_screen/batch_019_corrections_v1/RG9D6DE46B70CCB4C4.html,C2011BDFF7184E0CF00F888435266716A8A6F05FA25FB1B7BF532F18700192D7,4172,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0095,RGDEB01B6B3033B87C,CW1221E81AF323D285E1A0,RQ1,RQ5,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,2D39432CCAEC3272435E44B5E86FC53BCF74BACB1F2E3AF83763BFFF519220B9,sources/broad_screen/batch_002/RGDEB01B6B3033B87C.pdf,65B87E81995FAF6BF91C62B9A699A245626437E82CE58BBA0C3FCF1676C1646A,2396628,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0096,RG1F8DA90318835C3E,CWBA2FEFF96CB702BF93F5,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,RQ_MINIMUM,2DF0B4C70D024593A20592AD4B8AA758DB95DE665FB137AE11ED113A55398ECE,sources/broad_screen/batch_013_corrections_v1/RG1F8DA90318835C3E.pdf,4E40D1457B92523122D4553B02EDDB3946DCCBF820E8E4B82B1BC515981C1754,3369840,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0097,RG5D15B06C823481A6,CW47AC388F843BE90CFD7F,RQ2,RQ1;RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2E149E647FFAC714B48D98419F5E5D889F81C5F8AB67FE7ACD7882F119D48191,sources/broad_screen/batch_011/RG5D15B06C823481A6.pdf,94AD5EE0FBE28A95391CA4F2BD4A447B03A42B4ED188D35BF0197290DB2E49E3,11047720,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0098,RGD4F17A4EBAFB850A,CW9C041A345AED06B053B5,RQ3,RQ1;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,2EBC3FE1C64C1BB859AD45C4CA357A2624B40D27C51724A76717236A21F657CE,sources/broad_screen_primary/batch_012/RGD4F17A4EBAFB850A.pdf,DD4E715570D17E3287FF6EDC8EBA1F3D6EF8FFF67CBCA1749913F55EC75D3DCF,11434373,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0099,RG39E7D2C2EB164929,CWE215FDB5435808058DC7,RQ4,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2EE1CBDD984F5CEE3108364085F2C22E84013F3E385FE8EBFC11BB6A9F365494,sources/broad_screen/batch_008/RG39E7D2C2EB164929.pdf,0C157EDDA2144C960BA84976973657B7BB30B8A11460D582FCF6913F7C7DD62F,1246563,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0100,RG9B9525C4A2AA1090,CW16338E852877DB59E317,RQ6,RQ1;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2F51B38D5CBBD538AF3541D473C3AAB5D01CBFF2F06D2BF28F1C09BE39C52B1F,sources/broad_screen/batch_008_corrections_v1/RG9B9525C4A2AA1090.html,29D74BC4B1C05AFB957E98A471E1B2EA627E410D6C83C359A76D1B77E283B4FB,4418,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0101,RGA8230001EA1BFD9B,CWBCD2773AD52C361EFAD8,RQ6,RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,2F87E1D37C687E23AA2E574A231FDF0F6855F6A4A9BBFA18F726D3E7992B8C65,sources/broad_screen/batch_004_corrections_v1/RGA8230001EA1BFD9B.html,8F25C15C82FFC5F29BF1D0981675A9223DA43E8BFA418CCFCBF206A89660DBEF,1811,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0102,RGF3A1AD28D0CCDCCE,CW5630EA617E1B465E1970,RQ2,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,2FA93ACB00074666E16C905619004B220FB409AE0C122A113D0818F47598002D,sources/broad_screen_primary/batch_012/RGF3A1AD28D0CCDCCE.pdf,BCFF3526B1DEB88B5DB1C7DE35759989D273D313C4853C55E87140BD55584C7D,2387762,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0103,RG884EC55CA7201C25,CWF500847CB8ED6525F3D3,RQ5,RQ1;RQ2,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,REFUTED,MANDATORY_ANCHOR,2FD4AADF0BB9CAA58E29811C7AE1F5BC0DCBEC9D4BA406FCDB8A5DD7791743CF,sources/broad_screen_primary/batch_017/RG884EC55CA7201C25.pdf,AA86DD12B4B6457897CA8119CDA350C8E7E7AE6979D65D57B65F3328067A32A7,2592289,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0104,AX501F9ECF2E222F25,CW501F9ECF2E222F2564D1,RQ1,RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,2FE0937A04FD847D8231611F5D66B71CAE23CB957DA9E0E34975131AB466877A,sources/anchor_supplement_v2/AX501F9ECF2E222F25.pdf,0D71370BC89D5CF65DAEB2EC55447732E7ABAD58D32CAABEA5769C052B24301F,924820,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0105,RGE5C6776C367063E6,CW15278F5B2F2669957ED2,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,30080427B09D05F65D4945789FC88DB6BE4CB3531A228A0B15BA7E7CA68058B3,sources/broad_screen/batch_007_corrections_v1/RGE5C6776C367063E6.html,135EC64C49B7BE3EF9F32CCF71787161426432CBA7B2C1E4E99001904A329B98,7202,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0106,RG904A68758AC8060A,CW1AA734F966161AE0A49F,RQ6,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,30493F00ADA5078D8A47B59512BEE2E5984EAFAA072C0505426ED3771F524305,sources/broad_screen/batch_003_corrections_v1/RG904A68758AC8060A.pdf,7B07775ED214C0A12359AA84C1F77EBA88100CFEF1CA49C93A10771A569A7EFC,544247,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0107,RG610B67D24BB539BC,CW639D1D859D71A3AD55A3,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,3078530A5413006A736DC8EFC11FFD9771DE9963D9CAA4CA0D610AA89D712787,sources/broad_screen/batch_010/RG610B67D24BB539BC.pdf,5336067089A29B2CDBF3E5B41B1A0788D60A2B8F8F9DD72EF4D0068C740D471E,3647703,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0108,RG6DD7DCC9907F1FB0,CW27BFFEAA2453AFCD4FBE,RQ4,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,308D51922A1AC266814C346B6B12E286BE8BE683AF616649C96F09BC7414804A,sources/broad_screen/batch_013_corrections_v1/RG6DD7DCC9907F1FB0.html,7D392AF8A1FCA9B9A1CD7D639A48EDDC1BC7373CC2D88AF6AD1DE7A49694E70E,7762,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
